productid,itemsize,purchaseid,quantity,purchaseprice
349,9.5,8133,1,27.5
349,9.5,8457,1,27.5
349,9.5,8962,1,27.5
349,10,8312,1,27.5
349,11,8827,1,27.5
349,11.5,8176,1,27.5
349,11.5,8872,1,27.5
349,12,8734,1,27.5
350,7,8933,2,26.5
350,7.5,8056,1,26.5
350,7.5,8611,1,26.5
350,7.5,8885,1,26.5
350,8,8563,1,26.5
350,8.5,8328,1,26.5
350,8.5,8375,1,26.5
350,10,8328,1,26.5
350,11,8238,1,26.5
350,11,8375,2,26.5
351,7.5,8757,1,45
351,8,8481,1,45
351,8,8893,1,45
351,8.5,8847,2,45
351,9,7886,1,45
351,9,8384,1,45
351,9,8528,1,45
351,9.5,8154,1,45
351,9.5,8199,2,45
351,9.5,8430,1,45
351,9.5,8572,1,45
351,9.5,8666,2,45
351,9.5,8801,2,45
351,9.5,8847,1,45
351,10,8062,1,45
351,10,8384,1,45
351,10,8430,1,45
351,10,8481,1,45
351,10.5,8154,2,45
351,10.5,8199,1,45
351,10.5,8430,1,45
351,10.5,8847,2,45
351,11,8666,1,45
351,11.5,7931,2,45
351,11.5,8245,1,45
351,11.5,8336,2,45
351,11.5,8384,1,45
351,12,7931,1,45
351,12,8109,1,45
351,12,8199,2,45
351,12,8528,1,45
351,12,8572,1,45
351,12,8620,1,45
351,12,8941,1,45
352,8,8726,1,42.5
352,9,8399,1,42.5
352,9.5,8214,1,42.5
352,9.5,8863,1,42.5
352,10,8448,1,42.5
352,10.5,8125,1,42.5
352,10.5,8726,1,42.5
352,10.5,8954,1,42.5
352,11,7902,1,42.5
352,11,7991,1,42.5
352,11,8259,1,42.5
352,11,8305,1,42.5
352,11,8352,1,42.5
352,11,8448,1,42.5
352,11.5,8125,1,42.5
352,11.5,8168,1,42.5
352,11.5,8448,1,42.5
352,11.5,8497,2,42.5
352,11.5,8818,1,42.5
352,12,7945,1,42.5
353,10.5,8078,1,30
353,10.5,8125,1,30
353,10.5,8168,1,30
353,10.5,8954,1,30
353,11.5,8078,1,30
353,11.5,8259,1,30
353,11.5,8497,1,30
353,12,8590,2,30
353,12,8863,1,30
354,8,8863,1,32.5
354,9.5,8214,1,32.5
354,9.5,8863,2,32.5
354,10,8035,1,32.5
354,10.5,8035,1,32.5
354,11,8078,2,32.5
354,11.5,7991,1,32.5
354,11.5,8352,1,32.5
354,11.5,8497,1,32.5
354,12,8125,1,32.5
354,12,8726,1,32.5
355,7.5,8223,2,20.5
355,9.5,7953,1,20.5
355,9.5,8407,1,20.5
355,10.5,8505,1,20.5
355,12,8643,1,20.5
356,9.5,8121,2,67.5
356,9.5,8396,1,67.5
356,10.5,8255,2,67.5
356,10.5,8858,2,67.5
356,11,8814,1,67.5
356,11,8951,1,67.5
356,12,8633,1,67.5
357,9.5,8490,1,30
357,10,8582,2,30
357,10.5,8297,2,30
357,10.5,8345,1,30
357,11.5,8490,1,30
357,11.5,8535,2,30
357,11.5,8811,1,30
357,11.5,8902,1,30
357,12,8207,1,30
357,12,8490,1,30
357,12,8854,1,30
358,8.5,8207,1,27.5
358,8.5,8490,1,27.5
358,9.5,8297,1,27.5
358,10,8161,1,27.5
358,10.5,7983,1,27.5
358,10.5,8582,1,27.5
358,11,8629,1,27.5
358,11,8811,2,27.5
358,12,7895,2,27.5
360,7,8590,1,60
360,8,7902,1,60
360,8,8993,1,60
360,8.5,8726,1,60
360,8.5,8818,1,60
360,9,8305,1,60
360,9,8954,1,60
360,9.5,8448,1,60
360,9.5,8541,2,60
360,9.5,8590,1,60
360,9.5,8637,1,60
360,10,7945,2,60
360,10,8125,2,60
360,10,8448,1,60
360,10,8590,1,60
360,10,8681,1,60
360,10,8818,1,60
360,10,8910,1,60
360,10.5,8214,1,60
360,10.5,8305,1,60
360,10.5,8352,1,60
360,10.5,8399,1,60
360,10.5,8497,1,60
360,10.5,8910,1,60
360,11,8125,1,60
360,11,8305,2,60
360,11,8448,1,60
360,11,8497,1,60
360,11,8541,1,60
360,11,8863,2,60
360,11.5,7902,1,60
360,11.5,7991,3,60
360,11.5,8035,1,60
360,11.5,8125,2,60
360,11.5,8259,4,60
360,12,8352,1,60
360,12,8954,1,60
361,8.5,8168,1,55.5
361,8.5,8448,1,55.5
361,8.5,8541,1,55.5
361,9,8448,2,55.5
361,9,8637,1,55.5
361,9,8818,1,55.5
361,9.5,8259,1,55.5
361,9.5,8681,1,55.5
361,10,8590,1,55.5
361,10.5,8078,1,55.5
361,10.5,8214,2,55.5
361,10.5,8352,1,55.5
361,10.5,8399,1,55.5
361,10.5,8497,1,55.5
361,10.5,8863,3,55.5
361,11,7902,1,55.5
361,11,7945,3,55.5
361,11,8637,1,55.5
361,11,8818,3,55.5
361,11.5,7991,1,55.5
361,11.5,8259,1,55.5
361,11.5,8305,1,55.5
361,11.5,8448,1,55.5
361,11.5,8637,2,55.5
361,11.5,8681,2,55.5
361,11.5,8863,1,55.5
361,12,8078,2,55.5
361,12,8305,1,55.5
361,12,8448,1,55.5
361,12,8863,2,55.5
362,7.5,7991,2,32.99
362,8,8078,1,32.99
362,8,8541,1,32.99
362,8,8775,1,32.99
362,10,8035,1,32.99
362,10.5,8214,1,32.99
362,10.5,8448,1,32.99
362,10.5,8726,1,32.99
362,10.5,8954,1,32.99
362,11.5,8954,1,32.99
362,12,8954,2,32.99
364,8.5,7970,1,35
364,8.5,8240,2,35
364,9.5,8058,1,35
364,10,8284,1,35
364,10,8522,1,35
364,10,8843,1,35
364,10.5,8475,2,35
364,10.5,8566,2,35
364,11,8149,1,35
364,11,8566,1,35
364,12,7926,2,35
364,12,8013,2,35
364,12,8193,1,35
364,12,8522,1,35
364,12,8566,1,35
364,12,8614,1,35
364,12,8660,1,35
364,12,8976,1,35
365,9.5,7964,1,7.5
366,7,8259,1,32.5
366,7,8863,2,32.5
366,7.5,8305,1,32.5
366,7.5,8637,1,32.5
366,7.5,8818,1,32.5
366,8,8497,1,32.5
366,9,8035,1,32.5
366,10,8035,1,32.5
366,10,8399,1,32.5
366,10.5,8125,1,32.5
366,10.5,8214,1,32.5
366,10.5,8259,1,32.5
366,10.5,8305,1,32.5
366,10.5,8352,1,32.5
366,10.5,8910,1,32.5
366,10.5,8993,1,32.5
366,11,8305,1,32.5
366,11,8497,1,32.5
366,11,8863,1,32.5
366,11.5,7945,1,32.5
366,11.5,8125,2,32.5
366,11.5,8448,3,32.5
366,11.5,8541,1,32.5
366,11.5,8775,2,32.5
366,11.5,8910,1,32.5
366,11.5,8954,1,32.5
366,12,8399,1,32.5
367,8.5,8412,2,47.5
367,8.5,8830,1,47.5
367,9.5,7914,1,47.5
367,9.5,8090,1,47.5
367,10,8137,1,47.5
367,10.5,8510,2,47.5
367,10.5,8553,1,47.5
367,11,8047,1,47.5
367,11,8317,1,47.5
367,11.5,8602,1,47.5
367,11.5,8738,1,47.5
367,11.5,8876,1,47.5
367,12,8876,1,47.5
368,10.5,8181,1,25.5
372,5.5,8366,2,11.99
372,7,8091,1,11.99
373,7,8449,1,14.5
373,8,8776,1,14.5
373,8,8864,1,14.5
373,8,8911,2,14.5
373,9,7903,1,14.5
373,10,8682,1,14.5
373,11,7903,2,14.5
373,11,7992,1,14.5
373,11,8169,1,14.5
373,11,8449,2,14.5
373,11,8542,1,14.5
373,11,8776,1,14.5
374,5.5,8074,1,42.5
374,5.5,8443,1,42.5
374,6,8031,1,42.5
374,6,8443,1,42.5
374,6,8990,1,42.5
374,6.5,8538,1,42.5
374,6.5,8906,1,42.5
374,7,8074,1,42.5
374,7.5,8164,1,42.5
374,8,7941,1,42.5
374,8,8031,1,42.5
374,8,8443,2,42.5
374,8.5,8396,2,42.5
374,9,8300,1,42.5
374,9,8814,1,42.5
374,9.5,7941,2,42.5
374,9.5,8074,1,42.5
374,9.5,8121,1,42.5
374,9.5,8396,1,42.5
374,10,8443,1,42.5
375,9,8719,1,16.5
375,11,7896,1,16.5
375,11,8393,1,16.5
376,5.5,8554,1,23.5
376,6,8463,1,23.5
376,6.5,8463,2,23.5
376,6.5,8694,1,23.5
376,6.5,8877,2,23.5
376,7,8182,2,23.5
376,7,8413,1,23.5
376,7.5,8413,1,23.5
376,7.5,8511,1,23.5
376,7.5,8923,1,23.5
376,8,8694,1,23.5
376,8.5,8138,2,23.5
376,9,8271,2,23.5
376,9,8877,1,23.5
376,10,8138,1,23.5
376,10,8463,1,23.5
376,10,8511,1,23.5
377,8,8044,1,29
377,9,8407,1,29
377,9,8505,1,29
377,9,8643,1,29
377,9,8827,1,29
377,9.5,8548,1,29
377,9.5,8781,1,29
377,10,8548,2,29
377,10.5,7953,1,29
377,10.5,8407,1,29
377,10.5,8643,1,29
377,10.5,8734,4,29
377,10.5,8827,1,29
377,11.5,7953,1,29
377,11.5,8962,2,29
377,12,7999,1,29
377,12,8962,1,29
378,5.5,8182,1,15.5
378,5.5,8366,1,15.5
378,5.5,8923,2,15.5
378,7,8877,1,15.5
379,6,8603,1,7
379,6,8966,1,7
380,8,8053,1,40
380,8,8791,1,40
380,8,8837,1,40
380,8.5,8791,1,40
380,9,8837,1,40
380,9.5,7920,1,40
380,9.5,8097,1,40
380,9.5,8187,1,40
380,9.5,8235,1,40
380,9.5,8325,1,40
380,10,8560,1,40
380,11,8277,1,40
380,11,8419,1,40
380,12,8371,1,40
380,12,8608,2,40
381,6,7984,1,7.5
381,6,8491,2,7.5
381,6,8855,1,7.5
381,6.5,7984,1,7.5
381,6.5,8118,1,7.5
381,6.5,8630,1,7.5
381,7,8118,1,7.5
381,7,8252,1,7.5
381,7,8903,1,7.5
382,8,8855,1,12.99
382,9,8028,1,12.99
382,10,8118,1,12.99
382,11,8903,1,12.99
383,9.5,8468,1,12.49
383,9.5,8836,2,12.49
383,10,8928,1,12.49
383,12,8559,1,12.49
384,7,8138,1,5.5
384,7.5,8739,1,5.5
384,8,8091,2,5.5
384,8,8271,1,5.5
384,8.5,8005,2,5.5
384,8.5,8413,1,5.5
384,8.5,8694,1,5.5
384,9,7959,4,5.5
384,9,8318,1,5.5
385,9,8154,1,19.5
385,9.5,8154,1,19.5
385,10,8481,1,19.5
385,12,8847,1,19.5
386,9.5,8384,2,18.5
386,10,7931,1,18.5
386,10.5,7886,1,18.5
386,10.5,8801,1,18.5
386,11,8245,1,18.5
386,11.5,7976,2,18.5
386,11.5,8336,1,18.5
386,11.5,8666,2,18.5
386,11.5,8757,1,18.5
386,11.5,8801,1,18.5
386,12,8528,1,18.5
387,9,8572,2,27.5
387,12,7931,1,27.5
387,12,8801,1,27.5
388,8.5,8941,1,18
388,9.5,8019,1,18
388,11,7976,1,18
389,8,8245,1,17.5
389,9.5,8336,1,17.5
389,9.5,8528,1,17.5
389,12,8062,1,17.5
389,12,8154,1,17.5
389,12,8199,1,17.5
389,12,8336,1,17.5
389,12,8481,1,17.5
389,12,8709,1,17.5
390,7,8739,1,23
390,8.5,8413,1,23
390,9,8091,2,23
391,6.5,8271,1,19
391,6.5,8877,1,19
391,7,8603,1,19
391,8.5,7915,1,19
391,8.5,8229,1,19
391,8.5,8511,1,19
391,9,8005,1,19
391,9,8366,2,19
391,9,8463,1,19
391,10,8366,1,19
392,5.5,7915,1,17
392,5.5,7959,2,17
392,5.5,8005,1,17
392,5.5,8182,1,17
392,5.5,8271,1,17
392,5.5,8831,3,17
392,5.5,8923,1,17
392,5.5,8966,1,17
392,6,8831,1,17
392,7,8182,1,17
392,7,8603,1,17
392,7,8786,2,17
392,8,9002,1,17
394,8,8838,1,35
394,9,8609,1,35
394,12,8656,1,35
395,6,8182,2,34
395,6,8271,1,34
395,6,8739,1,34
395,6.5,8091,1,34
395,7,8229,2,34
395,7.5,7915,1,34
395,7.5,8649,1,34
395,7.5,8831,1,34
395,8,8182,1,34
395,8.5,8877,1,34
395,10,8739,1,34
396,6,8864,1,11.99
396,6.5,8400,1,11.99
396,7,8079,1,11.99
396,7,8306,1,11.99
396,7,8353,2,11.99
396,7,8400,1,11.99
396,7,8449,1,11.99
396,7.5,8449,2,11.99
396,8,8215,2,11.99
396,8,8682,1,11.99
396,8.5,7903,1,11.99
396,8.5,8036,1,11.99
396,8.5,8955,1,11.99
396,8.5,8994,1,11.99
396,10,7903,1,11.99
397,7.5,8620,1,21.5
397,7.5,8757,1,21.5
397,9.5,7886,1,21.5
397,10.5,8290,1,21.5
397,10.5,8572,1,21.5
397,10.5,8757,1,21.5
397,10.5,8893,1,21.5
398,7,8033,2,15.5
398,8,8350,1,15.5
398,8.5,8773,1,15.5
398,9,8257,1,15.5
399,10,8493,1,16.5
400,10,8174,1,17.5
400,10,8503,1,17.5
401,12,8455,1,10.99
402,7.5,8502,1,17
402,11.5,7949,1,17
402,11.5,8308,1,17
402,11.5,8502,1,17
402,11.5,8544,1,17
402,11.5,8594,1,17
403,9,8511,1,14
403,9,8554,2,14
403,10,8831,1,14
404,9,8727,1,10.99
404,10,8400,1,10.99
404,11,7946,1,10.99
404,11,8449,1,10.99
406,8.5,8858,1,60
406,9,8211,1,60
406,9,8858,1,60
406,10,8906,1,60
406,10.5,8349,1,60
406,11,8300,1,60
406,11,8906,1,60
406,12,8300,1,60
407,8,8722,1,50
408,7.5,8185,1,50
408,7.5,8466,2,50
408,7.5,8880,1,50
408,8,8051,1,50
408,8.5,8369,1,50
408,8.5,8416,1,50
408,8.5,8514,1,50
408,8.5,8880,2,50
408,9,8274,2,50
408,9,8968,1,50
408,9.5,7962,1,50
408,9.5,8051,1,50
408,9.5,8094,2,50
408,9.5,8141,1,50
408,9.5,8321,1,50
408,9.5,8466,1,50
408,9.5,8742,1,50
408,9.5,8834,1,50
408,10,8369,2,50
408,10,8742,1,50
408,10.5,7918,2,50
408,10.5,8466,1,50
408,10.5,8652,1,50
408,11,8141,1,50
408,11,8185,1,50
408,11,8416,1,50
408,11,8606,1,50
408,11,8742,1,50
408,11,8834,1,50
408,11,8926,1,50
408,11.5,7918,1,50
408,11.5,8141,1,50
408,11.5,8321,2,50
408,11.5,8416,1,50
408,11.5,8652,1,50
408,11.5,8697,1,50
408,11.5,8789,2,50
408,11.5,8834,3,50
408,12,8514,1,50
409,7.5,8051,1,46.5
409,8.5,8051,1,46.5
409,9,8968,1,46.5
409,9.5,8697,1,46.5
409,10,8466,1,46.5
409,10.5,8697,1,46.5
409,11,8652,2,46.5
409,11.5,8232,1,46.5
409,11.5,8274,1,46.5
409,11.5,8606,1,46.5
409,12,8232,1,46.5
409,12,8416,1,46.5
410,6,8831,1,11.49
411,6.5,8346,2,8.49
411,6.5,8583,1,8.49
412,6,8366,1,12.49
412,6.5,8463,1,12.49
412,6.5,8649,1,12.49
412,6.5,9002,2,12.49
412,7,7915,1,12.49
412,7,8318,1,12.49
412,7,8694,2,12.49
412,7.5,8005,1,12.49
412,7.5,8413,2,12.49
413,7,8911,2,13.5
413,8,8864,1,13.5
413,11,8542,1,13.5
414,5,7936,1,14
414,5,8296,1,14
414,6,8206,2,14
414,6.5,8391,2,14
414,6.5,8673,1,14
414,7.5,8946,1,14
414,8.5,8489,1,14
414,8.5,8717,1,14
414,8.5,8810,1,14
415,6.5,8986,1,16
415,7.5,8069,1,16
415,10,8391,1,16
415,10,8534,1,16
416,6.5,8366,1,10.99
416,7.5,8005,1,10.99
416,7.5,8229,1,10.99
416,7.5,8271,1,10.99
416,7.5,8413,4,10.99
416,7.5,8739,3,10.99
416,8,8831,1,10.99
416,8,8923,1,10.99
416,8.5,7915,1,10.99
416,8.5,8005,1,10.99
416,8.5,8182,1,10.99
416,8.5,9002,1,10.99
416,9,8091,1,10.99
416,9,8649,2,10.99
416,10,8005,2,10.99
416,10,8138,2,10.99
416,10,8182,1,10.99
416,10,8271,1,10.99
416,10,8413,1,10.99
416,10,8603,1,10.99
416,11,7959,1,10.99
416,11,8091,1,10.99
416,11,8138,1,10.99
416,11,8229,1,10.99
416,11,8413,1,10.99
416,11,8463,2,10.99
416,11,8694,2,10.99
417,8.5,8195,1,15
417,8.5,8380,1,15
417,8.5,8426,3,15
417,8.5,8845,1,15
417,8.5,8937,1,15
417,9,7972,2,15
417,9,8060,2,15
417,9,8195,1,15
417,9,8242,1,15
417,9,8380,2,15
417,9,8477,1,15
417,9,8568,2,15
417,9,8662,1,15
417,9,8753,1,15
417,9,8937,1,15
417,9.5,7928,1,15
417,9.5,7972,2,15
417,9.5,8060,1,15
417,9.5,8286,1,15
417,9.5,8426,1,15
417,9.5,8568,1,15
417,9.5,8797,1,15
417,9.5,8889,1,15
417,9.5,8937,2,15
417,10,8286,1,15
417,10,8662,1,15
417,10.5,7928,1,15
417,10.5,8060,2,15
417,10.5,8151,1,15
417,10.5,8286,1,15
417,10.5,8524,2,15
417,10.5,8753,1,15
417,10.5,8937,2,15
417,10.5,8978,2,15
417,10.5,9009,1,15
417,11,7972,2,15
417,11,8242,2,15
417,11,8332,1,15
417,11,8568,2,15
417,11,8662,1,15
417,11,8797,3,15
417,12,7928,1,15
417,12,8015,1,15
417,12,8060,1,15
417,12,8151,1,15
417,12,8477,1,15
417,12,8662,2,15
417,12,8845,1,15
417,12,8978,1,15
417,12,9009,1,15
419,7,8126,1,14
419,7,8400,1,14
419,7,8727,1,14
419,8,8215,1,14
419,8,8819,1,14
419,9,7992,1,14
419,9,8079,1,14
419,9,8126,1,14
419,9,8400,1,14
419,9,8955,1,14
419,10,8079,1,14
419,10,8776,1,14
419,10,8819,1,14
419,10,8911,1,14
419,10,8955,1,14
419,11,8036,1,14
419,11,8306,1,14
419,11,8400,1,14
419,11,8727,1,14
419,11,8819,2,14
419,11,8911,1,14
420,7.5,8035,1,32.5
420,7.5,8497,1,32.5
420,7.5,8910,1,32.5
420,8,8259,1,32.5
420,8.5,8078,1,32.5
420,9.5,8448,1,32.5
420,9.5,8726,1,32.5
420,10,7945,1,32.5
420,10,8259,1,32.5
420,10,8448,2,32.5
420,10.5,8125,1,32.5
420,10.5,8352,2,32.5
420,10.5,8775,1,32.5
420,10.5,8910,1,32.5
420,11,8214,1,32.5
420,11,8590,1,32.5
420,11.5,7991,1,32.5
420,11.5,8125,1,32.5
420,11.5,8214,1,32.5
420,11.5,8352,1,32.5
420,11.5,8399,2,32.5
420,11.5,8541,2,32.5
420,11.5,8681,1,32.5
420,11.5,8775,1,32.5
420,12,7902,1,32.5
420,12,7991,2,32.5
420,12,8214,1,32.5
420,12,8305,2,32.5
420,12,8681,1,32.5
421,7,8126,1,11.99
421,7,8215,1,11.99
421,7,8400,1,11.99
421,7,8682,1,11.99
421,8,8542,1,11.99
421,8,8638,2,11.99
421,9,8449,2,11.99
421,9,8682,2,11.99
421,10,8306,1,11.99
421,10,8776,1,11.99
421,10,8819,1,11.99
421,10,8864,1,11.99
421,11,8169,2,11.99
421,11,8260,1,11.99
421,11,8498,1,11.99
421,11,8542,2,11.99
421,11,8911,2,11.99
422,10,8279,1,20
422,10,8931,1,20
422,11,8470,1,20
422,11,8884,2,20
423,8,8377,1,45
423,8,8975,1,45
423,8.5,8148,1,45
423,10.5,8103,1,45
423,10.5,8329,1,45
423,11,8842,1,45
423,11.5,8057,1,45
423,11.5,8934,1,45
423,12,8750,1,45
424,8,8106,1,15
424,8.5,8978,2,15
424,9,8151,1,15
424,10,8286,1,15
424,10.5,7928,2,15
424,10.5,8380,1,15
424,11,8195,1,15
424,11,8889,1,15
424,12,8380,1,15
424,12,8889,1,15
425,7.5,8015,1,36
425,7.5,8978,1,36
425,8,7928,1,36
425,8,8380,1,36
425,8,8426,1,36
425,8,8845,2,36
425,8,8889,1,36
425,8.5,8286,1,36
425,8.5,8524,1,36
425,8.5,8845,1,36
425,8.5,8889,3,36
425,9,8015,2,36
425,9,8106,2,36
425,9,8332,2,36
425,9,8380,1,36
425,9,8662,1,36
425,9,8845,2,36
425,9,8937,1,36
425,9,8978,2,36
425,9.5,8015,1,36
425,9.5,8151,1,36
425,9.5,8380,1,36
425,9.5,8568,2,36
425,9.5,8797,1,36
425,10,8015,1,36
425,10,8060,1,36
425,10,8380,3,36
425,10.5,8015,1,36
425,10.5,8060,1,36
425,10.5,8106,2,36
425,10.5,8242,1,36
425,10.5,8332,2,36
425,10.5,8524,1,36
425,10.5,8662,4,36
425,10.5,8797,1,36
425,10.5,8978,1,36
425,10.5,9009,1,36
425,11,7928,1,36
425,11,8242,1,36
425,11,8477,1,36
425,11,8568,3,36
425,11,8753,1,36
425,11,8797,1,36
425,11,8845,1,36
425,11,8889,1,36
425,11,8937,1,36
425,12,8286,1,36
425,12,8380,1,36
425,12,8662,1,36
425,12,8753,2,36
425,12,8797,1,36
425,12,8978,1,36
426,7,7910,1,29.5
426,7,8044,1,29.5
426,9,8176,1,29.5
426,9.5,8457,1,29.5
426,10.5,7999,1,29.5
426,10.5,8917,1,29.5
426,11,8044,1,29.5
426,11,8176,1,29.5
427,9.5,8734,1,27
427,11,7910,1,27
427,11,7999,1,27
427,12,8044,1,27
427,12,8457,1,27
428,8,8706,1,17.5
428,8.5,8477,3,17.5
428,9.5,8106,1,17.5
428,9.5,8332,2,17.5
428,9.5,8524,2,17.5
428,9.5,8753,1,17.5
428,10,7928,1,17.5
428,10,8015,1,17.5
428,10.5,7928,2,17.5
428,10.5,8286,1,17.5
428,10.5,8477,2,17.5
428,11,8616,1,17.5
428,11,8889,1,17.5
428,12,8332,1,17.5
429,12,7965,1,11.49
429,12,8929,1,11.49
430,8,8305,1,10
431,6.5,8262,1,10.49
431,6.5,8912,1,10.49
431,7,8355,1,10.49
431,8,8777,2,10.49
431,8,8956,1,10.49
431,8,8995,1,10.49
432,8.5,8434,1,32.5
432,8.5,8713,1,32.5
432,9,8203,1,32.5
432,9,8434,1,32.5
432,10,8340,1,32.5
432,10,8387,2,32.5
432,10,8761,1,32.5
432,10.5,8624,1,32.5
432,10.5,8670,1,32.5
432,10.5,8713,1,32.5
432,11,7890,1,32.5
432,11.5,7979,1,32.5
432,11.5,8022,1,32.5
432,11.5,8066,1,32.5
432,11.5,8157,1,32.5
432,11.5,8387,1,32.5
432,11.5,8434,1,32.5
432,11.5,8577,1,32.5
432,12,8294,1,32.5
432,12,8387,1,32.5
433,11.5,8486,1,57.5
433,11.5,8713,1,57.5
433,11.5,8761,2,57.5
433,11.5,8806,2,57.5
434,9,8157,1,37.5
434,9.5,8022,1,37.5
434,9.5,8387,2,37.5
434,9.5,8943,1,37.5
434,10.5,8340,1,37.5
434,11.5,8203,2,37.5
434,12,8066,1,37.5
434,12,8434,2,37.5
434,12,8577,2,37.5
435,8,7979,1,42.5
435,9,8114,2,42.5
435,9.5,8806,1,42.5
435,9.5,8850,2,42.5
435,10.5,8248,1,42.5
435,10.5,8806,1,42.5
435,10.5,8984,1,42.5
435,11,7890,1,42.5
435,11,8434,1,42.5
435,11,8577,1,42.5
435,11.5,8387,1,42.5
435,11.5,8624,1,42.5
435,11.5,8897,1,42.5
435,12,8022,1,42.5
435,12,8486,1,42.5
435,12,8850,2,42.5
436,8,8066,1,37.5
436,8,8434,1,37.5
436,8,8624,2,37.5
436,8.5,8943,1,37.5
436,9,7979,1,37.5
436,9,8022,2,37.5
436,9,8897,1,37.5
436,9.5,8066,1,37.5
436,9.5,8114,1,37.5
436,9.5,8248,1,37.5
436,9.5,8340,1,37.5
436,9.5,8434,2,37.5
436,9.5,8531,1,37.5
436,9.5,8624,1,37.5
436,9.5,8806,2,37.5
436,9.5,8897,1,37.5
436,10,8577,1,37.5
436,10,8984,1,37.5
436,10.5,7890,1,37.5
436,10.5,8203,3,37.5
436,10.5,8387,1,37.5
436,10.5,8577,1,37.5
436,11,8531,2,37.5
436,11,8624,2,37.5
436,11,8713,1,37.5
436,11.5,7890,1,37.5
436,11.5,7934,1,37.5
436,11.5,7979,1,37.5
436,11.5,8022,1,37.5
436,11.5,8114,1,37.5
436,11.5,8340,1,37.5
436,11.5,8486,1,37.5
436,11.5,8531,3,37.5
436,11.5,8577,1,37.5
436,11.5,8670,3,37.5
436,11.5,8984,3,37.5
436,12,8114,3,37.5
436,12,8157,1,37.5
436,12,8294,1,37.5
436,12,8624,1,37.5
436,12,8761,1,37.5
437,9.5,8114,2,37.5
437,9.5,8713,1,37.5
437,9.5,8897,1,37.5
437,10,7979,2,37.5
437,10,8294,1,37.5
437,10,8984,1,37.5
437,10.5,8713,1,37.5
437,10.5,8761,1,37.5
437,11,7890,1,37.5
437,11,8340,1,37.5
437,12,8897,1,37.5
438,7.5,8387,1,37.5
438,8.5,7890,1,37.5
438,8.5,8713,2,37.5
438,9,8577,1,37.5
438,9,8713,1,37.5
438,10,8022,1,37.5
438,10.5,8387,1,37.5
438,10.5,8670,1,37.5
438,11.5,8387,2,37.5
438,11.5,8713,1,37.5
438,12,8340,1,37.5
440,11.5,7934,1,42
440,11.5,8713,1,42
440,12,8022,1,42
440,12,8157,1,42
441,7.5,8360,2,16.5
442,8,7891,1,25.5
442,8,8851,2,25.5
442,8.5,8341,1,25.5
442,8.5,8714,1,25.5
442,9.5,8388,1,25.5
442,9.5,8435,2,25.5
442,10.5,8023,1,25.5
442,10.5,8067,1,25.5
442,10.5,8625,1,25.5
442,10.5,8671,1,25.5
442,11,8898,1,25.5
442,11.5,7980,1,25.5
442,11.5,8067,2,25.5
442,11.5,8115,1,25.5
442,11.5,8714,1,25.5
442,11.5,8807,2,25.5
443,7.5,8377,1,32
443,9.5,8329,2,32
443,9.5,8842,1,32
443,10,8239,1,32
443,11,8474,1,32
443,11,8750,2,32
443,11,9007,2,32
444,9,8474,1,32.5
444,9.5,7969,1,32.5
444,9.5,8659,1,32.5
444,10.5,8842,3,32.5
444,11,8329,1,32.5
444,11,8377,1,32.5
444,11,8521,1,32.5
444,12,8148,2,32.5
444,12,8794,1,32.5
445,7.5,8886,1,35
445,8.5,8423,1,35
445,8.5,8842,2,35
445,9.5,8239,2,35
445,10,8659,1,35
445,11,8012,1,35
445,11,8192,1,35
445,11.5,8148,2,35
445,11.5,8329,2,35
445,11.5,8423,1,35
445,11.5,8613,1,35
445,11.5,8659,1,35
445,12,8329,1,35
445,12,8975,1,35
446,9,8565,1,42.5
446,9,8659,1,42.5
446,10,8329,1,42.5
446,10,8474,1,42.5
446,10,8886,2,42.5
446,10.5,8521,2,42.5
446,10.5,8934,1,42.5
446,11,8329,1,42.5
446,11,8474,1,42.5
446,11,8613,1,42.5
446,11,8750,1,42.5
446,11,8794,1,42.5
446,11.5,8886,2,42.5
446,12,8239,1,42.5
446,12,8474,1,42.5
446,12,8975,1,42.5
447,6.5,8400,1,8
447,7,8353,1,8
447,7.5,8353,2,8
448,7,8215,1,6.5
448,7,8306,1,6.5
448,7,8449,1,6.5
448,7.5,8591,1,6.5
448,8,7903,1,6.5
448,8.5,8036,1,6.5
448,8.5,8353,1,6.5
448,9,8449,1,6.5
449,8,8126,1,17.5
449,9,8638,1,17.5
449,10,8306,1,17.5
450,7.5,8400,1,9.49
450,9,8079,1,9.49
451,8,8036,2,9.99
451,8.5,8036,2,9.99
451,9,8727,1,9.99
451,10,7903,1,9.99
452,7,8260,1,7
452,8,8682,1,7
453,6,7915,2,17.5
453,6,8831,1,17.5
453,6.5,8366,1,17.5
453,6.5,8831,1,17.5
453,7,8966,2,17.5
453,9,8694,1,17.5
453,10,8048,2,17.5
453,10,8649,1,17.5
453,10,8786,1,17.5
453,10,8923,1,17.5
454,6,7946,1,11.49
454,6.5,8638,1,11.49
454,7,8353,1,11.49
454,7.5,8353,1,11.49
454,7.5,8400,2,11.49
454,7.5,8449,1,11.49
454,7.5,8911,1,11.49
454,8,8638,1,11.49
454,8.5,7946,1,11.49
454,8.5,8036,1,11.49
454,8.5,8169,1,11.49
454,8.5,8498,1,11.49
454,8.5,8591,1,11.49
454,9,8682,2,11.49
454,9,8864,1,11.49
455,8.5,7928,1,15
455,9.5,8242,1,15
